Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryBand,TenureBand,AgeBand
51,No,Travel_Rarely,317,Research & Development,25,2,Marketing,1,390,2,Male,69,1,5,Research Director,3,Married,13499,23060,1,Y,Yes,14,3,3,80,2,23,3,3,21,9,5,7,₹12K+,10+ years,46–60
48,No,Travel_Frequently,570,Research & Development,29,3,Marketing,1,391,3,Female,71,1,3,Laboratory Technician,2,Single,7895,3518,2,Y,No,21,3,2,80,3,10,1,4,9,5,3,5,₹7K–₹12K,6–10 years,46–60
33,No,Travel_Frequently,419,Research & Development,1,4,Medical,1,392,4,Male,73,3,5,Manager,2,Married,11540,2429,1,Y,No,13,3,4,80,2,4,6,4,4,3,4,2,₹7K–₹12K,4–5 years,26–35
35,Yes,Travel_Rarely,236,Research & Development,17,4,Life Sciences,1,393,1,Male,91,2,1,Healthcare Representative,2,Single,4552,12151,5,Y,Yes,21,3,1,80,0,9,2,3,3,3,1,3,₹4K–₹7K,2–3 years,26–35
46,No,Travel_Rarely,310,Sales,5,5,Marketing,1,394,1,Female,68,3,4,Sales Representative,3,Divorced,10143,2623,4,Y,No,12,4,4,80,0,15,1,2,8,4,3,4,₹7K–₹12K,6–10 years,46–60
19,No,Travel_Frequently,386,Research & Development,2,1,Medical,1,395,2,Male,46,2,3,Healthcare Representative,4,Married,5367,23846,0,Y,Yes,14,3,2,80,3,0,2,2,0,0,0,0,₹4K–₹7K,<2 years,18–25
32,No,Travel_Rarely,540,Sales,21,5,Technical Degree,1,396,3,Male,45,2,3,Manager,1,Married,8334,10334,0,Y,No,12,4,2,80,1,2,4,1,2,2,0,0,₹7K–₹12K,2–3 years,26–35
44,No,Travel_Rarely,681,Research & Development,13,2,Medical,1,397,2,Male,46,3,4,Research Director,4,Single,8742,17642,3,Y,No,18,3,4,80,3,16,1,1,12,2,5,2,₹7K–₹12K,10+ years,36–45
34,Yes,Travel_Rarely,394,Sales,6,1,Life Sciences,1,398,4,Male,90,1,3,Sales Executive,1,Married,8449,5791,4,Y,No,18,3,3,80,2,11,1,4,1,0,1,0,₹7K–₹12K,<2 years,26–35
33,No,Travel_Frequently,662,Sales,11,3,Life Sciences,1,399,2,Male,88,3,1,Sales Executive,4,Married,4886,8318,2,Y,No,13,4,3,80,3,10,3,2,10,7,6,2,₹4K–₹7K,6–10 years,26–35
34,No,Travel_Rarely,257,Research & Development,14,4,Life Sciences,1,400,1,Male,87,3,1,Research Scientist,4,Divorced,4673,13124,4,Y,No,13,3,4,80,3,13,6,3,9,3,3,3,₹4K–₹7K,6–10 years,26–35
52,No,Travel_Frequently,1083,Research & Development,5,3,Medical,1,401,1,Male,71,3,4,Manager,3,Divorced,10652,17135,4,Y,Yes,17,3,2,80,1,15,3,4,13,7,6,4,₹7K–₹12K,10+ years,46–60
32,No,Travel_Rarely,151,Human Resources,12,3,Medical,1,402,4,Male,97,3,3,Human Resources,3,Divorced,6903,9275,2,Y,Yes,25,3,1,80,3,4,5,2,4,0,1,0,₹4K–₹7K,4–5 years,26–35
40,No,Travel_Frequently,164,Research & Development,11,2,Medical,1,403,3,Female,72,3,5,Manufacturing Director,3,Married,10759,15962,5,Y,No,11,3,2,80,3,9,2,1,4,4,4,3,₹7K–₹12K,4–5 years,36–45
32,No,Non-Travel,860,Research & Development,24,2,Life Sciences,1,404,4,Female,59,3,4,Manufacturing Director,3,Divorced,9325,13345,3,Y,No,12,3,4,80,0,2,4,4,2,1,0,1,₹7K–₹12K,2–3 years,26–35
31,Yes,Non-Travel,705,Research & Development,17,4,Life Sciences,1,405,4,Male,44,3,3,Manufacturing Director,1,Married,7168,4322,1,Y,Yes,13,3,1,80,2,12,6,4,10,8,1,7,₹7K–₹12K,6–10 years,26–35
42,No,Travel_Rarely,1462,Research & Development,13,1,Life Sciences,1,406,2,Male,64,3,4,Manufacturing Director,2,Married,9991,21625,7,Y,No,25,3,3,80,0,11,5,1,11,9,4,6,₹7K–₹12K,10+ years,36–45
43,No,Travel_Rarely,896,Research & Development,8,3,Medical,1,407,4,Male,69,1,5,Research Scientist,2,Single,10807,18566,2,Y,Yes,17,3,2,80,0,12,4,4,5,5,5,4,₹7K–₹12K,4–5 years,36–45
18,Yes,Travel_Frequently,336,Research & Development,7,5,Medical,1,408,3,Female,32,4,3,Research Scientist,3,Single,6917,9165,4,Y,No,20,3,4,80,1,0,0,3,0,0,0,0,₹4K–₹7K,<2 years,18–25
30,No,Non-Travel,673,Research & Development,7,2,Technical Degree,1,409,2,Male,98,1,3,Manager,2,Married,7147,7735,0,Y,Yes,19,4,2,80,2,9,6,1,8,5,0,5,₹7K–₹12K,6–10 years,26–35
44,Yes,Non-Travel,1200,Sales,29,3,Marketing,1,410,2,Male,78,1,3,Sales Executive,2,Single,9641,22204,3,Y,Yes,24,3,4,80,3,15,4,3,0,0,0,0,₹7K–₹12K,<2 years,36–45
34,No,Travel_Rarely,192,Sales,8,5,Marketing,1,411,2,Female,33,2,3,Sales Executive,3,Married,8485,22536,2,Y,No,11,3,2,80,1,17,0,4,14,10,5,9,₹7K–₹12K,10+ years,26–35
41,No,Travel_Rarely,1029,Research & Development,2,2,Medical,1,412,4,Female,64,2,4,Manufacturing Director,2,Single,10172,23990,1,Y,Yes,16,4,3,80,1,15,1,2,2,2,0,0,₹7K–₹12K,2–3 years,36–45
33,No,Travel_Rarely,159,Research & Development,15,5,Medical,1,413,3,Male,76,4,3,Research Director,3,Single,10215,2067,2,Y,No,24,3,2,80,2,10,5,2,4,0,0,0,₹7K–₹12K,4–5 years,26–35
53,No,Travel_Frequently,1454,Research & Development,15,2,Marketing,1,414,1,Female,48,4,4,Healthcare Representative,4,Single,11188,16674,0,Y,Yes,13,3,2,80,0,17,5,3,14,3,5,3,₹7K–₹12K,10+ years,46–60
42,No,Travel_Rarely,1090,Sales,5,3,Life Sciences,1,415,4,Female,86,2,3,Manager,2,Married,8389,12273,0,Y,No,13,3,1,80,2,14,0,4,1,1,1,1,₹7K–₹12K,<2 years,36–45
36,Yes,Travel_Rarely,812,Sales,14,1,Marketing,1,416,2,Male,91,2,3,Manager,1,Married,11027,26205,2,Y,Yes,20,3,3,80,1,7,1,2,7,3,0,0,₹7K–₹12K,6–10 years,36–45
37,No,Travel_Rarely,215,Research & Development,8,2,Technical Degree,1,417,4,Female,48,4,1,Research Scientist,1,Married,2809,7107,3,Y,No,19,3,2,80,3,10,5,3,10,0,0,0,<₹4K,6–10 years,36–45
41,No,Travel_Rarely,680,Research & Development,17,5,Life Sciences,1,418,1,Male,63,3,4,Manufacturing Director,4,Married,9264,10545,3,Y,No,16,3,2,80,1,11,5,4,10,4,0,4,₹7K–₹12K,6–10 years,36–45
33,No,Travel_Rarely,1079,Research & Development,6,3,Life Sciences,1,419,2,Male,85,4,3,Healthcare Representative,1,Married,7860,4997,3,Y,Yes,16,3,2,80,0,8,6,4,0,0,0,0,₹7K–₹12K,<2 years,26–35
51,Yes,Travel_Rarely,510,Research & Development,28,4,Medical,1,420,4,Male,34,3,2,Healthcare Representative,4,Single,8680,23507,2,Y,Yes,23,3,2,80,3,26,1,3,21,13,7,8,₹7K–₹12K,10+ years,46–60
45,No,Travel_Frequently,1244,Research & Development,3,4,Life Sciences,1,421,4,Male,81,4,2,Research Director,4,Divorced,6504,21162,4,Y,Yes,16,3,4,80,3,19,2,3,11,4,3,2,₹4K–₹7K,10+ years,36–45
34,Yes,Travel_Frequently,1440,Sales,1,3,Marketing,1,422,2,Male,94,3,3,Manager,2,Divorced,7491,10454,3,Y,No,11,3,1,80,3,12,2,3,12,7,4,5,₹7K–₹12K,10+ years,26–35
33,No,Travel_Frequently,815,Research & Development,3,2,Life Sciences,1,423,4,Male,41,1,3,Laboratory Technician,4,Married,5345,18261,2,Y,No,20,3,1,80,0,7,5,4,6,5,2,3,₹4K–₹7K,6–10 years,26–35
43,No,Travel_Rarely,942,Research & Development,4,3,Life Sciences,1,424,1,Female,43,2,5,Research Director,1,Single,11817,20972,2,Y,Yes,14,3,2,80,3,18,0,2,14,3,9,1,₹7K–₹12K,10+ years,36–45
43,Yes,Travel_Rarely,115,Sales,19,3,Medical,1,425,4,Male,55,3,4,Manager,3,Single,8707,18742,3,Y,No,17,3,3,80,3,9,2,3,8,8,4,7,₹7K–₹12K,6–10 years,36–45
41,No,Travel_Rarely,992,Research & Development,4,2,Life Sciences,1,426,4,Female,99,2,1,Research Scientist,1,Single,5646,10170,4,Y,Yes,18,3,2,80,0,13,2,3,11,2,3,2,₹4K–₹7K,10+ years,36–45
18,Yes,Travel_Rarely,1077,Sales,21,5,Medical,1,427,3,Male,59,1,4,Sales Representative,4,Single,8575,5097,0,Y,Yes,22,3,4,80,1,0,0,2,0,0,0,0,₹7K–₹12K,<2 years,18–25
29,No,Travel_Rarely,1141,Research & Development,21,4,Life Sciences,1,428,2,Female,98,2,5,Research Director,2,Married,12862,7693,4,Y,No,17,3,4,80,1,9,2,4,9,5,2,0,₹12K+,6–10 years,26–35
33,No,Non-Travel,256,Research & Development,15,2,Life Sciences,1,429,2,Male,63,3,4,Manager,3,Married,9463,15720,2,Y,Yes,14,4,3,80,1,7,0,2,5,4,4,0,₹7K–₹12K,4–5 years,26–35
45,No,Travel_Frequently,266,Research & Development,5,5,Medical,1,430,1,Female,39,4,4,Manager,1,Single,11073,7759,3,Y,No,14,3,2,80,1,15,0,1,11,3,5,1,₹7K–₹12K,10+ years,36–45
34,No,Travel_Rarely,857,Human Resources,4,3,Medical,1,431,3,Male,37,2,5,Human Resources,2,Married,11990,3143,4,Y,No,23,3,1,80,1,13,2,4,10,9,2,9,₹7K–₹12K,6–10 years,26–35
46,No,Travel_Rarely,958,Research & Development,6,5,Medical,1,432,3,Male,67,1,4,Manager,1,Single,10235,2823,3,Y,No,18,3,4,80,3,16,3,1,8,4,3,3,₹7K–₹12K,6–10 years,46–60
40,No,Travel_Rarely,858,Research & Development,9,1,Life Sciences,1,433,3,Female,75,2,2,Research Scientist,1,Married,5875,16745,3,Y,No,16,3,1,80,3,13,6,3,4,1,1,0,₹4K–₹7K,4–5 years,36–45
40,No,Travel_Frequently,992,Sales,13,5,Medical,1,434,2,Male,60,3,4,Sales Representative,1,Married,10830,9241,1,Y,Yes,21,3,4,80,2,15,2,3,15,8,0,1,₹7K–₹12K,10+ years,36–45
34,No,Travel_Frequently,359,Research & Development,6,3,Medical,1,435,3,Female,91,3,5,Research Director,1,Married,11645,14194,2,Y,No,16,3,4,80,1,11,0,2,7,3,3,0,₹7K–₹12K,6–10 years,26–35
29,No,Travel_Frequently,1038,Human Resources,6,1,Technical Degree,1,436,1,Female,81,4,5,Manager,4,Single,11003,20494,1,Y,No,20,3,3,80,0,10,5,3,5,0,3,0,₹7K–₹12K,4–5 years,26–35
39,No,Travel_Rarely,897,Research & Development,13,1,Medical,1,437,3,Male,70,1,1,Laboratory Technician,3,Single,4408,4508,1,Y,Yes,17,3,3,80,0,12,0,1,3,0,3,0,₹4K–₹7K,2–3 years,36–45
43,No,Travel_Rarely,875,Research & Development,10,1,Medical,1,438,4,Female,67,1,5,Manufacturing Director,3,Married,12440,11468,5,Y,No,19,3,4,80,2,19,6,2,9,5,2,1,₹12K+,6–10 years,36–45
44,No,Travel_Rarely,1142,Research & Development,13,4,Technical Degree,1,439,2,Male,59,2,3,Research Scientist,2,Married,8598,20206,3,Y,No,12,3,1,80,1,24,4,3,18,14,5,10,₹7K–₹12K,10+ years,36–45
41,No,Travel_Rarely,424,Sales,17,1,Technical Degree,1,440,2,Female,86,3,2,Sales Representative,2,Married,5494,18723,2,Y,No,22,3,3,80,1,13,5,2,12,3,2,3,₹4K–₹7K,10+ years,36–45
48,No,Travel_Rarely,503,Research & Development,15,1,Medical,1,441,2,Male,54,4,3,Research Director,2,Single,9266,16281,0,Y,Yes,11,3,2,80,3,12,1,4,7,3,2,3,₹7K–₹12K,6–10 years,46–60
20,No,Travel_Rarely,311,Human Resources,20,3,Life Sciences,1,442,3,Male,59,2,4,Human Resources,1,Married,9163,14671,1,Y,No,23,3,4,80,1,3,0,2,3,2,3,1,₹7K–₹12K,2–3 years,18–25
31,No,Travel_Rarely,606,Human Resources,22,2,Life Sciences,1,443,1,Male,42,1,4,Manager,3,Divorced,10575,25727,2,Y,No,15,4,1,80,0,5,6,2,5,2,1,2,₹7K–₹12K,4–5 years,26–35
32,No,Non-Travel,673,Sales,7,5,Technical Degree,1,444,3,Male,33,2,4,Sales Executive,4,Single,9046,16060,3,Y,No,12,4,4,80,0,1,1,1,1,0,0,0,₹7K–₹12K,<2 years,26–35
41,No,Travel_Rarely,1332,Research & Development,3,1,Life Sciences,1,445,4,Male,89,1,3,Manager,4,Single,8210,2472,2,Y,Yes,17,3,3,80,2,11,1,2,3,0,2,0,₹7K–₹12K,2–3 years,36–45
39,No,Travel_Rarely,514,Sales,29,5,Life Sciences,1,446,1,Female,58,3,3,Sales Executive,2,Divorced,7691,14779,3,Y,No,22,3,3,80,3,14,5,2,11,2,4,2,₹7K–₹12K,10+ years,36–45
18,No,Travel_Rarely,1014,Research & Development,5,5,Marketing,1,447,4,Female,57,1,4,Research Scientist,3,Married,9662,23423,4,Y,No,21,3,1,80,3,0,6,1,0,0,0,0,₹7K–₹12K,<2 years,18–25
45,No,Travel_Rarely,801,Research & Development,13,4,Life Sciences,1,448,2,Male,79,1,5,Manager,3,Divorced,12550,3598,2,Y,No,18,3,3,80,3,13,5,1,6,0,5,0,₹12K+,6–10 years,36–45
50,No,Travel_Rarely,545,Sales,10,1,Marketing,1,449,1,Male,55,3,5,Manager,2,Single,13633,16236,4,Y,No,22,4,4,80,1,14,6,4,9,0,2,0,₹12K+,6–10 years,46–60
31,No,Travel_Rarely,917,Sales,16,5,Life Sciences,1,450,1,Female,41,3,3,Manager,1,Married,8412,18929,4,Y,No,12,3,1,80,2,4,0,4,4,0,0,0,₹7K–₹12K,4–5 years,26–35
45,No,Travel_Rarely,1311,Research & Development,5,3,Life Sciences,1,451,4,Male,67,3,4,Research Scientist,4,Married,11332,13074,1,Y,Yes,25,3,2,80,3,18,5,4,7,1,3,1,₹7K–₹12K,6–10 years,36–45
49,Yes,Travel_Rarely,188,Research & Development,24,3,Marketing,1,452,2,Male,65,1,4,Research Director,1,Single,10559,19071,1,Y,No,15,3,1,80,2,21,0,1,16,9,5,6,₹7K–₹12K,10+ years,46–60
50,No,Travel_Frequently,1309,Sales,17,5,Medical,1,453,2,Male,51,2,1,Sales Executive,3,Married,7551,18941,5,Y,No,12,3,3,80,0,20,0,4,9,3,2,0,₹7K–₹12K,6–10 years,46–60
46,No,Travel_Rarely,870,Research & Development,9,1,Marketing,1,454,1,Female,86,1,3,Manager,4,Single,8698,8250,1,Y,No,19,3,2,80,0,13,0,3,13,6,4,2,₹7K–₹12K,10+ years,46–60
33,No,Travel_Rarely,107,Research & Development,15,5,Life Sciences,1,455,3,Female,84,3,3,Manufacturing Director,2,Married,6719,18354,3,Y,Yes,19,4,1,80,0,2,5,2,2,0,2,0,₹4K–₹7K,2–3 years,26–35
24,Yes,Travel_Rarely,254,Research & Development,12,2,Life Sciences,1,456,4,Male,59,1,3,Healthcare Representative,2,Single,6914,3531,3,Y,No,16,3,2,80,3,9,0,4,9,1,5,0,₹4K–₹7K,6–10 years,18–25
36,No,Travel_Rarely,580,Research & Development,9,5,Medical,1,457,1,Female,45,2,1,Research Scientist,1,Married,4353,19398,3,Y,No,17,3,4,80,3,7,5,1,5,5,1,5,₹4K–₹7K,4–5 years,36–45
34,No,Travel_Rarely,1139,Sales,15,4,Medical,1,458,3,Male,74,2,3,Sales Representative,2,Married,7603,23001,3,Y,No,16,3,1,80,3,14,4,4,11,2,4,0,₹7K–₹12K,10+ years,26–35
49,No,Travel_Rarely,768,Research & Development,10,5,Life Sciences,1,459,4,Male,42,2,4,Research Scientist,2,Married,10744,5631,2,Y,No,18,3,3,80,2,12,0,1,9,6,6,5,₹7K–₹12K,6–10 years,46–60
39,No,Travel_Rarely,1391,Research & Development,20,1,Medical,1,460,3,Female,36,2,5,Laboratory Technician,4,Married,12164,10111,4,Y,No,24,3,3,80,1,11,0,3,7,3,2,1,₹12K+,6–10 years,36–45
40,No,Travel_Rarely,1370,Research & Development,15,1,Technical Degree,1,461,4,Female,80,1,5,Manager,1,Divorced,13517,23083,3,Y,No,11,4,2,80,0,10,4,1,9,7,4,5,₹12K+,6–10 years,36–45
44,No,Travel_Rarely,682,Sales,22,3,Technical Degree,1,462,1,Male,87,2,3,Manager,3,Married,8321,22326,3,Y,Yes,15,3,1,80,1,18,4,1,9,6,2,6,₹7K–₹12K,6–10 years,36–45
44,No,Non-Travel,549,Research & Development,15,4,Medical,1,463,4,Male,78,2,2,Healthcare Representative,1,Married,8004,16901,2,Y,Yes,11,3,2,80,2,15,3,4,13,10,5,10,₹7K–₹12K,10+ years,36–45
47,No,Travel_Rarely,1159,Research & Development,9,3,Medical,1,464,2,Female,79,3,2,Research Director,1,Divorced,7070,19743,3,Y,No,11,3,4,80,3,28,6,4,18,8,5,5,₹7K–₹12K,10+ years,46–60
30,No,Travel_Rarely,512,Sales,6,5,Life Sciences,1,465,3,Male,75,3,1,Sales Executive,4,Married,5838,11354,5,Y,Yes,21,3,2,80,0,13,5,4,9,5,4,0,₹4K–₹7K,6–10 years,26–35
26,Yes,Travel_Rarely,707,Sales,20,3,Marketing,1,466,3,Male,69,2,4,Manager,2,Divorced,9190,8946,3,Y,Yes,19,3,3,80,3,5,6,4,2,2,1,0,₹7K–₹12K,2–3 years,26–35
60,No,Non-Travel,941,Sales,29,5,Medical,1,467,2,Male,94,2,2,Sales Representative,2,Single,8877,18012,1,Y,No,19,3,4,80,1,26,3,1,17,13,6,7,₹7K–₹12K,10+ years,46–60
42,No,Travel_Frequently,691,Research & Development,11,1,Life Sciences,1,468,2,Female,76,4,5,Research Director,2,Divorced,10844,16375,1,Y,Yes,20,4,1,80,3,11,5,4,11,8,5,6,₹7K–₹12K,10+ years,36–45
49,No,Travel_Rarely,990,Sales,10,1,Marketing,1,469,3,Male,84,2,5,Manager,4,Single,13518,10259,3,Y,No,19,3,3,80,3,18,4,4,12,3,4,1,₹12K+,10+ years,46–60
47,No,Travel_Frequently,1429,Sales,7,5,Marketing,1,470,3,Female,32,4,2,Sales Executive,3,Married,7093,18865,2,Y,Yes,24,3,1,80,0,14,1,3,11,5,5,3,₹7K–₹12K,10+ years,46–60
37,No,Travel_Rarely,531,Research & Development,15,1,Life Sciences,1,471,1,Male,65,4,4,Manager,2,Single,7473,22306,1,Y,No,18,3,1,80,2,5,1,1,2,2,2,0,₹7K–₹12K,2–3 years,36–45
44,No,Travel_Rarely,238,Research & Development,23,4,Life Sciences,1,472,2,Female,65,4,3,Laboratory Technician,1,Married,9040,15080,5,Y,No,14,3,4,80,3,13,5,2,13,7,5,7,₹7K–₹12K,10+ years,36–45
42,No,Travel_Rarely,418,Research & Development,22,4,Technical Degree,1,473,1,Female,79,3,4,Healthcare Representative,4,Single,9564,13138,3,Y,No,22,4,4,80,2,13,6,2,5,5,4,5,₹7K–₹12K,4–5 years,36–45
29,No,Travel_Rarely,598,Research & Development,14,5,Marketing,1,474,4,Female,99,2,4,Manager,3,Married,8806,23443,2,Y,No,13,3,4,80,1,5,4,3,5,2,3,2,₹7K–₹12K,4–5 years,26–35
53,No,Travel_Frequently,292,Sales,10,3,Marketing,1,475,1,Male,57,4,3,Sales Executive,2,Married,11460,10951,1,Y,No,14,3,1,80,2,20,3,3,18,13,5,10,₹7K–₹12K,10+ years,46–60
36,No,Non-Travel,364,Research & Development,20,4,Marketing,1,476,4,Female,50,3,5,Research Director,1,Married,11492,11736,1,Y,No,18,4,4,80,1,11,3,1,4,3,0,3,₹7K–₹12K,4–5 years,36–45
26,Yes,Travel_Frequently,991,Research & Development,13,1,Medical,1,477,2,Male,85,1,5,Research Director,3,Single,10368,12890,2,Y,No,20,3,3,80,0,0,3,3,0,0,0,0,₹7K–₹12K,<2 years,26–35
36,No,Travel_Frequently,799,Human Resources,13,5,Life Sciences,1,478,4,Female,36,3,5,Manager,3,Single,11141,19439,3,Y,No,25,3,3,80,0,6,4,1,6,3,0,3,₹7K–₹12K,6–10 years,36–45
26,Yes,Travel_Rarely,1042,Research & Development,5,3,Life Sciences,1,479,4,Female,33,1,1,Research Director,4,Single,2549,15538,4,Y,Yes,18,3,1,80,2,3,0,4,0,0,0,0,<₹4K,<2 years,26–35
42,No,Travel_Frequently,451,Research & Development,8,3,Marketing,1,480,3,Male,78,2,2,Research Scientist,2,Married,7593,24045,1,Y,No,19,3,3,80,1,15,6,3,4,2,3,2,₹7K–₹12K,4–5 years,36–45
35,Yes,Travel_Rarely,174,Research & Development,22,1,Technical Degree,1,481,3,Female,80,3,1,Research Scientist,3,Married,4884,23964,5,Y,Yes,20,3,4,80,2,7,0,1,4,3,2,3,₹4K–₹7K,4–5 years,26–35
34,No,Travel_Rarely,253,Research & Development,9,1,Marketing,1,482,1,Female,54,1,4,Manufacturing Director,2,Single,8456,3535,2,Y,No,18,3,2,80,1,0,4,4,0,0,0,0,₹7K–₹12K,<2 years,26–35
39,No,Travel_Rarely,922,Research & Development,9,1,Life Sciences,1,483,3,Male,74,3,3,Manager,3,Single,6874,21447,2,Y,Yes,24,3,2,80,0,9,5,3,8,8,5,8,₹4K–₹7K,6–10 years,36–45
44,No,Travel_Rarely,384,Research & Development,11,2,Medical,1,484,3,Female,81,2,1,Manager,2,Divorced,5928,15010,3,Y,No,14,3,2,80,0,15,6,3,14,12,3,8,₹4K–₹7K,10+ years,36–45
37,No,Travel_Rarely,590,Research & Development,9,2,Life Sciences,1,485,2,Male,94,1,5,Research Director,4,Married,11038,17946,2,Y,Yes,22,4,3,80,0,11,1,2,6,3,2,0,₹7K–₹12K,6–10 years,36–45
52,No,Non-Travel,1069,Research & Development,4,3,Technical Degree,1,486,4,Male,60,1,3,Laboratory Technician,4,Single,10384,14249,0,Y,No,12,3,1,80,2,17,5,3,8,7,3,3,₹7K–₹12K,6–10 years,46–60
38,Yes,Travel_Rarely,1370,Sales,20,1,Life Sciences,1,487,4,Male,68,1,3,Sales Representative,1,Married,8977,2699,2,Y,No,21,3,3,80,3,9,4,1,7,4,2,4,₹7K–₹12K,6–10 years,36–45
33,No,Travel_Frequently,177,Research & Development,8,2,Medical,1,488,4,Male,84,3,3,Manager,1,Divorced,6247,9355,0,Y,Yes,19,3,3,80,2,12,5,1,8,1,0,1,₹4K–₹7K,6–10 years,26–35
34,No,Travel_Rarely,1080,Research & Development,13,5,Medical,1,489,1,Male,66,4,3,Manager,1,Married,5527,17423,1,Y,Yes,16,4,4,80,2,7,0,2,2,0,0,0,₹4K–₹7K,2–3 years,26–35
37,Yes,Travel_Frequently,858,Sales,6,3,Life Sciences,1,490,1,Male,73,3,4,Manager,4,Married,10271,21440,3,Y,Yes,15,3,2,80,0,6,0,4,1,0,0,0,₹7K–₹12K,<2 years,36–45
34,No,Travel_Rarely,270,Research & Development,7,4,Medical,1,491,2,Male,96,2,5,Manager,3,Single,9629,3202,4,Y,No,25,3,3,80,0,9,4,4,8,6,6,4,₹7K–₹12K,6–10 years,26–35
31,No,Travel_Rarely,1312,Research & Development,12,2,Other,1,492,4,Female,61,1,5,Research Director,1,Divorced,10164,8865,1,Y,Yes,14,3,2,80,3,2,5,3,2,2,1,0,₹7K–₹12K,2–3 years,26–35
33,No,Non-Travel,1249,Research & Development,6,5,Life Sciences,1,493,1,Male,75,4,3,Manufacturing Director,3,Single,6902,14136,1,Y,No,21,3,2,80,2,7,4,2,0,0,0,0,₹4K–₹7K,<2 years,26–35
26,No,Travel_Rarely,204,Research & Development,9,1,Life Sciences,1,494,1,Male,31,1,5,Manager,3,Married,10888,15836,2,Y,No,24,3,4,80,0,7,2,2,4,2,1,0,₹7K–₹12K,4–5 years,26–35
44,No,Travel_Rarely,847,Research & Development,13,4,Life Sciences,1,495,2,Male,50,1,3,Manufacturing Director,1,Married,8094,20880,1,Y,Yes,18,3,2,80,2,10,6,1,10,7,3,3,₹7K–₹12K,6–10 years,36–45
40,Yes,Travel_Frequently,1440,Sales,19,2,Life Sciences,1,496,1,Male,61,2,2,Sales Executive,1,Married,6140,8696,1,Y,Yes,14,3,2,80,2,4,0,2,2,2,1,0,₹4K–₹7K,2–3 years,36–45
31,No,Travel_Rarely,569,Sales,25,3,Marketing,1,497,3,Male,37,3,3,Manager,4,Divorced,7292,4570,3,Y,No,16,4,2,80,0,7,2,4,3,2,2,2,₹7K–₹12K,2–3 years,26–35
31,No,Travel_Rarely,747,Research & Development,9,1,Technical Degree,1,498,1,Male,45,1,1,Laboratory Technician,2,Married,4856,23684,1,Y,No,25,3,1,80,0,10,0,1,1,0,1,0,₹4K–₹7K,<2 years,26–35
52,No,Travel_Rarely,403,Research & Development,20,1,Marketing,1,499,2,Male,97,2,5,Research Director,3,Single,14141,18120,4,Y,No,23,3,3,80,1,16,4,1,13,4,5,2,₹12K+,10+ years,46–60
46,No,Travel_Rarely,977,Sales,4,4,Marketing,1,500,1,Male,39,2,1,Sales Representative,1,Divorced,4623,25032,5,Y,No,11,3,2,80,2,21,6,1,9,2,2,2,₹4K–₹7K,6–10 years,46–60
28,No,Travel_Rarely,670,Sales,11,4,Marketing,1,501,1,Female,74,4,2,Sales Executive,4,Divorced,5440,22327,2,Y,No,16,4,2,80,1,12,2,4,12,3,2,3,₹4K–₹7K,10+ years,26–35
29,No,Non-Travel,1407,Sales,8,2,Medical,1,502,2,Male,32,2,3,Sales Representative,4,Married,7000,25901,0,Y,No,24,3,4,80,0,12,5,1,4,2,2,2,₹4K–₹7K,4–5 years,26–35
40,No,Travel_Rarely,893,Sales,8,5,Medical,1,503,3,Male,72,1,1,Sales Executive,2,Single,3917,19729,4,Y,Yes,17,3,1,80,0,8,5,3,1,0,1,0,<₹4K,<2 years,36–45
49,No,Travel_Rarely,994,Research & Development,21,5,Technical Degree,1,504,4,Female,54,3,1,Research Director,4,Single,5412,8503,2,Y,Yes,11,3,4,80,0,15,6,4,11,6,0,5,₹4K–₹7K,10+ years,46–60
30,No,Travel_Rarely,1464,Human Resources,8,5,Medical,1,505,3,Male,43,4,5,Manager,3,Married,11212,24233,3,Y,No,12,3,4,80,0,15,2,3,15,6,4,3,₹7K–₹12K,10+ years,26–35
20,No,Travel_Frequently,149,Research & Development,13,4,Medical,1,506,3,Male,85,3,4,Healthcare Representative,4,Married,7684,8368,0,Y,No,19,3,3,80,2,0,6,1,0,0,0,0,₹7K–₹12K,<2 years,18–25
47,No,Travel_Frequently,1062,Sales,7,3,Medical,1,507,3,Female,35,1,2,Sales Representative,1,Married,6689,4963,2,Y,Yes,23,3,3,80,1,21,0,3,13,7,1,6,₹4K–₹7K,10+ years,46–60
52,No,Travel_Rarely,382,Research & Development,11,4,Life Sciences,1,508,3,Male,52,2,5,Manufacturing Director,2,Divorced,12769,8835,2,Y,No,17,4,1,80,2,18,0,2,15,6,5,1,₹12K+,10+ years,46–60
47,No,Travel_Rarely,891,Sales,5,4,Marketing,1,509,3,Female,82,1,5,Manager,2,Divorced,12083,17971,1,Y,Yes,22,3,4,80,1,15,1,3,15,6,5,2,₹12K+,10+ years,46–60
